name,cuisine_genre_id,tel,zipcode,pref_id,address1,address2,gmap_url,access,business_hours,regular_holiday,parking_flag,parking_text,credit_card,electronic_money,hp_url,gnavi_url,tabelog_url,demaecan_url,ubereats_url
京町家の黒毛和牛一頭買い焼肉 市場小路 木屋町店,14,050-3477-7470,600-8013,26,京都市下京区,木屋町通仏光寺上ル天王子町3-154-1,https://g.page/YakinikuIchibacoji?share,"阪急京都線 河原町駅 徒歩3分
京阪本線 祇園四条駅 徒歩3分","ディナー　17:30～23:00
（L.O.22:00）
当面の間時短営業です。","不定休日あり
5月19日17時より時短営業再開。",0,,,,,https://r.gnavi.co.jp/hpw8dfkb0000/,,,
京焼肉 新 先斗町店,14,050-3464-9189,604-8013,26,"京都市中京区
",先斗町通四条上ル松本町162,https://g.page/kyoyakinikushin?share,"阪急京都線 京都河原町駅 徒歩3分
京阪本線 祇園四条駅 徒歩3分","土・日・祝
ランチ　12:00～15:00
（L.O.14:00）

月～日
17:00～24:00
（L.O.23:00）",不定休日あり,0,,,,,https://r.gnavi.co.jp/d2vuhe800000/,,,
アラシのキッチン 先斗町店,7,050-3464-0387,604-8002,26,京都市中京区,石屋町123-1 2F,https://g.page/Arashskitchen?share,"京阪本線 三条駅 徒歩3分
地下鉄東西線 三条京阪駅 徒歩5分","月～金
17:00～24:00
11:00～15:00

土・日・祝
11:00～24:00",無,0,,,,https://ja.arashskitchen.net/,https://r.gnavi.co.jp/crw0eduj0000/,,,
磯丸水産 河原町三条店,2,050-3469-9241,604-8004,26,京都市中京区,三条通河原町東入中島町77,https://goo.gl/maps/u8CteLZCDiRRS4Mu7,"京阪本線 三条駅 徒歩3分
地下鉄東西線 京都市役所前駅 徒歩5分",24時間営業,無,0,,,,,https://r.gnavi.co.jp/b98tgc260000/,,,
先斗町 魯ビン,6,050-3463-7137,604-8011,26,京都市中京区,先斗町通り若松町137-4,https://g.page/pontocho-robin?share,"京阪電鉄本線 三条駅 徒歩5分
阪急京都線 河原町駅 徒歩5分","土・日・祝
昼の部　11:30～14:40
（L.O.13:30）
■納涼川床【昼】（6月・9月の土日祝）
＜第一部＞11:30〜13:00　＜第二部＞13:10〜14:40

月～日
夜の部　16:30～22:30
（L.O.21:00）
■納涼川床【夜】（5月〜9月）
＜6月1日〜7月10日＞土日祝日のみ三部制　＜7月11日〜8月31日＞完全三部制　＜9月＞土日祝日のみ三部制",年中無休,0,,,,https://www.robin-kyoto.com/,https://r.gnavi.co.jp/k724700/,,,
魚棚 ふみ文,2,050-3468-2733,604-8002,26,京都市中京区,三条木屋町石屋町121 先斗町松嶋屋ビルB1,https://goo.gl/maps/uZCHqYZUDsDH7Wpu6,"京阪本線 三条京阪駅 徒歩3分
阪急京都線 河原町駅 徒歩7分
京都市営バス 三条河原町停留所 徒歩2分
ＪＲ 京都駅 バス15分","月～日
16:00～22:00
（L.O.21:00）",不定休日あり,0,,,,,https://r.gnavi.co.jp/k665000/,,,
39餃子,8,"
050-3314-1901",604-8022,26,京都市中京区,河原町通三条下ル四丁目南車屋町288 京都ロイヤルビル1F,https://goo.gl/maps/1gaMcsmaZw2VQ792A,"阪急京都線 河原町駅 徒歩5分
京阪本線 三条駅 徒歩6分","月～日・祝前日・祝日
ディナー　19:00～翌5:30
3月6日(金)より
19:00～翌5:00までの営業になります",不定休日あり,0,,,,,https://r.gnavi.co.jp/gu8vd9rv0000/,,,
ツバクロ すっぽん食堂,6,050-3464-3863,604-8001,26,"京都市中京区
",木屋町通三条上ル上大阪町516 ジャンクションビル4F,https://goo.gl/maps/4h9SRajsNEoVpNwP9,"地下鉄東西線 京都市役所前駅 徒歩2分
京阪本線 三条駅 徒歩5分
阪急京都線 河原町駅 徒歩10分","月～日
17:00～24:00
（L.O.23:30）",無,0,,,,,https://r.gnavi.co.jp/kajx700/,,,
出逢ひ茶屋 おせん,6,"
050-3461-7884",604-8023,26,京都市中京区,木屋町通蛸薬師西入ル備前島町307-1,https://g.page/osen_kyoto?share,"阪急京都線 河原町駅 徒歩6分
京阪本線 祇園四条駅 徒歩8分
地下鉄東西線 京都市役所前駅 徒歩8分","17:00～23:00
（L.O.22:00）",年中無休,0,,,,https://www.yagenbori.co.jp/tenpo/osen/,https://r.gnavi.co.jp/a89u88ub0000/,,,
博多もつ鍋 やまや 京都木屋町店,22,050-3462-5635,604-8015,26,京都市中京区,鍋屋町218-2,https://goo.gl/maps/wTae4dLJY9c6Pz6j7,"阪急京都線 河原町駅 1A出口 徒歩1分
京阪本線 祇園四条駅 2番出口 徒歩4分","ランチ　11:00～14:00
ディナー　17:00～23:00
（L.O.22:30）",年中無休,0,,,,http://www.y-shokukobo.com/business/yamaya/,https://r.gnavi.co.jp/2h65f9ya0000/,,,
京料理 竹島,6,050-3466-5250,604-0923,26,京都市中京区,木屋町通御池上ル上樵木町496 アイル竹嶋1F,https://goo.gl/maps/zyvFaUwNaA8Zsngg6,"地下鉄東西線 京都市役所前駅 2番出口 徒歩2分
京阪本線 三条駅 北口 徒歩7分","地下鉄東西線 京都市役所前駅 2番出口 徒歩2分
京阪本線 三条駅 北口 徒歩7分","不定休日あり
※基本月曜日定休(5月〜9月は不定休)",0,,,,,https://r.gnavi.co.jp/cr85dpm80000/,,,
炭火やきとり 先斗町 八十八,3,050-3467-2664,604-8016,26,京都市中京区,先斗町通三条下ル下樵木町192,https://goo.gl/maps/3fVQEp5PF7oLRsxt7,"京阪本線 三条駅 徒歩3分
阪急京都線 河原町駅 徒歩3分
地下鉄東西線 京都市役所前駅 徒歩5分","月～日
17:00～23:30
（L.O.23:00）",無,0,,,,,https://r.gnavi.co.jp/c185302/,,,
がんこ 高瀬川二条苑,6,050-3469-8054,604-0922,26,京都市中京区,木屋町通二条下ル東生洲町484-6,https://goo.gl/maps/kxTkEC8c8U4yRQVo6,"京阪電鉄本線 三条駅 徒歩7分
地下鉄東西線 京都市役所前駅 徒歩4分","月～日
11:00～22:00
（L.O.21:30）",無,0,,,,https://www.gankofood.co.jp/shop/detail/ya-nijyoen/,https://r.gnavi.co.jp/k026603/,,,
"
餃子の王将 三条店",8,075-221-2873,604-0961,26,京都市中京区,木屋町三条下ル石屋町118-1,https://goo.gl/maps/NZciEM1rCsUdcHm56,京阪本線 三条駅 6番出口 徒歩3分,"月～木・日
11:00～23:30
（L.O.23:00）

金・土
11:00～24:30
（L.O.24:00）","年中無休
年末年始の営業は異なります",0,,,,https://www.ohsho.co.jp/,https://r.gnavi.co.jp/ka6p533/,,,
餃子の王将 河原町店,8,075-223-2485,604-0021,26,京都市中京区,蛸薬師河原町東入備前島町317,https://goo.gl/maps/Y5F2qnhue5jCR7vPA,阪急京都本線 京都河原町駅 北東口 徒歩10分,"月～木
11:00～22:30
（L.O.22:00）

金・土
11:00～23:30
（L.O.23:00）

日
11:00～22:00
（L.O.21:45）",無,0,,,,https://www.ohsho.co.jp/,https://r.gnavi.co.jp/ka6p532/,,,
松屋 京都三条店,21,075-253-0131,604-8004,26,京都市中京区,三条通河原町東入中島町97,https://goo.gl/maps/4T5SBWZgswJKspKS8,京阪本線 三条駅 徒歩3分,24時間営業,年中無休,0,,,,https://www.matsuyafoods.co.jp/,https://r.gnavi.co.jp/ka5r659/,,,
先斗町いづもや,6,075-211-2501,604-8014,26,京都市中京区,先斗町通四条上る柏屋町173-2,https://g.page/idumoya?share,"京阪本線 祇園四条駅 徒歩2分
阪急京都線 河原町駅 徒歩5分","月～日
11:30～22:00
（L.O.21:00）",無,0,,,,http://www.idumoya.co.jp/,https://r.gnavi.co.jp/k258300/,,,
ぽんたこ佐倉,5,050-3467-8215,604-8011,26,京都市中京区,先斗町通若松町141-13,https://goo.gl/maps/AmZogDkwHRhSMCQZ8,"京阪本線 祇園四条駅 徒歩5分
阪急京都線 河原町駅 徒歩5分
京阪本線 三条駅 徒歩5分","月～金
15:00～翌2:00
（L.O.1:30）

土
12:00～翌2:00
（L.O.1:30）

日・祝日
12:00～24:00
（L.O.23:30）",無,0,,,,https://www.palplan.net/pontako/,https://r.gnavi.co.jp/k501502/,,,
鳥せい 三条店,15,050-3464-6105,604-8017,26,"京都市中京区
",木屋町通三条下ル2材木町175 京都ゴールデンビル1F,https://goo.gl/maps/e4pVhGVtuNnSRzcw6,"京阪本線 三条駅 徒歩3分
地下鉄東西線 京都市役所前駅 徒歩4分","17:00～24:00
（L.O.23:00）
※しばらくの間営業時間を17:00〜23:30(L.O23:00)とさせて頂きます。",無,0,,,,,https://r.gnavi.co.jp/c937hcyd0000/,,,
炭楽屋 とりうめ,15,050-3467-8406,604-8003,26,京都市中京区,先斗町三条下ル橋下町135 先斗町ビル1F,https://g.page/kyotopontochoyakitori?share,"京阪本線 三条駅 徒歩3分
地下鉄東西線 三条京阪駅 徒歩5分
阪急京都線 河原町駅 徒歩7分
","月～日
17:30～24:00
（L.O.23:30）
",不定休日あり,0,,,,,https://r.gnavi.co.jp/3eard70g0000/,,,
大戸屋 ごはん処 京都三条鴨川店,22,075-255-4811,604-8031,26,"京都市中京区
",三条通河原町東入ル中島町98 御所飴ビル2F,https://g.page/ootoya_151?share,京阪本線 三条駅 7番出口 徒歩2分,"11:00～23:00
（L.O.22:30）",無,0,,,,https://www.ootoya.com/,https://r.gnavi.co.jp/ch31ferv0000/,,,
東華菜館,8,075-221-1147,600-8012,26,京都市下京区,四条大橋西詰,https://goo.gl/maps/KS9KNWmsjU6nZE2T9,"阪急京都線 河原町駅 徒歩1分
京阪電鉄本線 祇園四条駅 徒歩1分","月～日
11:30～21:30
（L.O.21:00）

※10／19は17:00～21:30（L.O.21:00）にて営業",不定休日あり,0,,,,http://www.tohkasaikan.com/,https://r.gnavi.co.jp/k032200/,,,
2cm鉄板のお店 虎亭虎亭,22,075-257-8876,604-8004,26,京都市中京区,中島町96-2 三条木屋町ビル3F,https://goo.gl/maps/28MHkhK4uxpPvabK8,京阪本線 三条駅 徒歩5分,"月・水～日・祝前日・祝日
居酒屋タイム　17:00～翌1:00
（L.O.24:00、ドリンクL.O.24:30）
食材の仕入れ状況によって閉店時間を早める場合もございます。
ご了承下さい。",火曜日,0,,,,,https://r.gnavi.co.jp/57d89ybw0000/,,,
内儀家,19,075-212-5769,604-0923,26,京都市中京区,木屋町通二条下ル上樵木町495-1 伊藤ビル1F,https://goo.gl/maps/gfXUiLe46mg8aH5m6,地下鉄東西線 京都市役所前駅 2番出口 徒歩3分,"17:00～23:00
（L.O.22:30）",火曜日,0,,,,,https://r.gnavi.co.jp/na98js970000/,,,
どんぐり 三条木屋町店,5,075-256-8899,604-8004,26,京都市中京区,三条通木屋町東入中島町95,https://goo.gl/maps/ZQ9BZa5gH2dy41XM7,"京阪本線 三条駅 徒歩3分
阪急京都線 河原町駅 徒歩7分
京阪本線 祇園四条駅 徒歩9分
地下鉄東西線 京都市役所前駅 徒歩5分","月～土
17:00～翌1:00
（L.O.24:30）

日・祝日
11:30～翌1:00
（L.O.24:30）",無,0,,,,,https://r.gnavi.co.jp/ajj5h78y0000/,,,
京都串処東屋 ダイニングバールカ,19,075-212-5668,604-8017,26,京都市中京区,材木町186 2F,https://g.page/azumayakyotokiyamachi?share,阪急京都線 河原町駅 徒歩5分,"月～金
17:00～翌1:00
（L.O.24:30、ドリンクL.O.1:00）
祝前日は３：００まで営業

月～木・日・祝日
17:00～翌1:00
（L.O.24:00、ドリンクL.O.24:30）
金曜・土曜・祝前日は３：００まで営業
３F貸切パーティー時は時間外受付承ります。",無,0,,,,,https://r.gnavi.co.jp/4xsxvms60000/,,,
amore,9,075-708-7791,600-8014,26,京都市下京区,和泉屋町161,https://goo.gl/maps/TqYuwJzBKJkW1Qzy8,"京阪本線 祇園四条駅 1番出口 徒歩7分
阪急京都線 河原町駅 徒歩6分","月～水・金～日
ランチ　12:00～14:30
（L.O.14:00）
ディナー　17:30～22:00
（L.O.21:30）",木曜日,0,,,,,https://r.gnavi.co.jp/ehm3gvhz0000/,,,
世界の山ちゃん 三条木屋町店,19,075-241-2834,604-0961,26,京都市中京区,木屋町通三条下ル材木町174 黄桜木屋町ビル2F,https://goo.gl/maps/QRiWCbECPHzj9Yoa8,京阪本線 三条駅 徒歩3分,"月～土
ディナー　17:00～24:15
（L.O.23:30）

日・祝日
ディナー　17:00～23:15
（L.O.22:30）",年中無休,0,,,,,https://r.gnavi.co.jp/gwvkwy7w0000/,,,
ほんまもん和牛 肴家 ひらり,14,075-212-1129,604-8023,26,京都市中京区,河原町蛸薬師東入ル一筋目南へ,https://goo.gl/maps/g1QoCWdtxux5KTKN7,"阪急京都線 河原町駅 徒歩4分
京阪本線 三条駅 徒歩5分
地下鉄東西線 京都市役所前駅 徒歩7分",ディナー 17:00～23:00,水曜日,0,,,,,https://r.gnavi.co.jp/k4sf8f570000/,,,
先斗町 鉄板みつ喜,5,075-211-1417,604-8016,26,京都市中京区,木屋町四条上ル下樵木町192,https://goo.gl/maps/zyUTDhv14EbibB6t9,"阪急京都線 河原町駅 徒歩5分
京阪本線 祇園四条駅 徒歩7分
京阪本線 三条駅 徒歩7分","火～日・祝日
18:00～翌1:00
（L.O.24:00）",月曜日,0,,,,,https://r.gnavi.co.jp/e6npdk940000/,,,
西院 66art ロクロクアート,19,050-3313-3391,615-0027,26, 京都市右京区,西院西三蔵町12 サイインビルB1,https://goo.gl/maps/9tLgiJTDGqpXL1cf7,"阪急京都線 西院駅 徒歩2分
京福嵐山本線 西院駅 徒歩5分","月～日
ディナー　18:00～翌2:00
（L.O.1:30）",無,0,近隣にコインパーキング有ります。,"JCB、VISA、Master、AMEX、Diners
",可,,https://r.gnavi.co.jp/esvmf1wj0000/,https://tabelog.com/kyoto/A2601/A260401/26006268/,,
かんなり,19,050-3490-6382,604-8847,26, 京都市中京区,壬生西土居ノ内町20-5,https://goo.gl/maps/1KDGGijeSCeWfmZS9,"京福嵐山本線 西院駅 徒歩1分
阪急京都線 西院駅 徒歩1分","月・水～土
17:00～翌1:00
（L.O.24:00）
月曜日～土曜日は１７時００分～２４時００分まで営業，ラストオーダーは２３時００分　日曜日は１７時００分～２３時３０分まで営業，ラストオーダーは２３時００分とさせていただきます。",火曜日,0,,不可,,,https://r.gnavi.co.jp/kbkv600/,https://tabelog.com/kyoto/A2601/A260401/26018169/,,
こむぎ庵,5,075-315-8585,615-0016,26,京都市右京区,西院西淳和院町4-4,https://goo.gl/maps/nXKMPr26jmm65dCf7,阪急京都線 西院駅 徒歩2分,"火～木
17:30～23:30
（L.O.22:30、ドリンクL.O.23:00）

金・土
17:00～23:30
（L.O.22:30、ドリンクL.O.23:00）

日
ディナー　17:00～22:30
（L.O.21:45、ドリンクL.O.22:00）","月曜日
第2火曜日",0,近隣にコインパーキングあり,,,,https://r.gnavi.co.jp/k413800/,https://tabelog.com/kyoto/A2601/A260401/26002917/,,https://www.ubereats.com/jp/kyoto/food-delivery/%E3%81%93%E3%82%80%E3%81%8D%E5%BA%B5-komugian/A2l1pwqtT9egmq_Ragk5lw
ちゃんこや 大関,22,075-323-0880,604-8842,26, 京都市中京区,壬生土居ノ内町19-21,https://goo.gl/maps/cGBVmj4EhVP4krQTA,"阪急京都本線 西院駅 徒歩5分
京福電鉄嵐山本線 西院駅 徒歩1分","火～日
17:30～22:30
（L.O.22:00）",月曜日,0,,VISA、Master、JCB、AMEX,,http://www.chankoya-oozeki.com/,https://r.gnavi.co.jp/c152100/,https://tabelog.com/kyoto/A2601/A260401/26004289/,,
さかぶくろ,19,075-354-6676,604-8854,26, 京都市中京区,壬生仙念町10-5 明光苑B1,https://goo.gl/maps/KJNb3AmypnBxqTzg7,"阪急京都線 西院駅 徒歩5分
京福電鉄嵐山本線 西院駅 徒歩2分","月～金
ランチ　11:30～14:00
（L.O.13:30）

月～土
ディナー　17:00～24:00
（L.O.23:00）",日曜日,0,,JCB、AMEX、Diners,,http://www.sakabukuro.com/,https://r.gnavi.co.jp/kada400/,https://tabelog.com/kyoto/A2601/A260401/26016972/,,
亀楽,19,050-3477-3609,604-8854,26,京都市中京区,壬生仙念町25-3,https://g.page/kiraku1978?share,"阪急京都線 西院駅 徒歩5分
京福嵐山本線 西院駅 徒歩3分","月～土
17:00～23:00
（L.O.22:30）","日曜日
祝日",0,,VISA JCB,,https://kiraku-kyo.com/,https://r.gnavi.co.jp/ct56vjzk0000/,https://tabelog.com/kyoto/A2601/A260401/26013715/,,
京・ホルモン大社 西院店,19,050-3468-4148,615-0027,26, 京都市右京区,西院西三蔵町17-2,https://goo.gl/maps/pQSpgkGT5rGYL53D8,"阪急京都線 西院駅 徒歩1分
京福嵐山本線 西院駅 徒歩4分",17:00～翌3:00,不定休日あり,0,,VISA、Master、JCB、AMEX、Diners,楽天Edy QUICPay,,https://r.gnavi.co.jp/1b8tmcfr0000/,https://tabelog.com/kyoto/A2601/A260401/26033071/,,
きんよね,3,075-311-1895,615-0021 ,26,京都市右京区,西院三蔵町20-9,https://goo.gl/maps/qvECHnTrDivDbDN7A,阪急京都線 西院駅 中央出口 徒歩2分,"火～金
昼食　11:30～13:30
(売切れ次第終了)

火～日
夕食　17:00～23:00
（L.O.22:00）
5/26(火)より通常営業再開です。大好評のお惣菜テイクアウトは17:00〜の営業時間内で継続しています！","月曜日
（予約がある場合は営業）",0,,VISA、Master、JCB、Diners、AMEX,,,https://r.gnavi.co.jp/k359000/,https://tabelog.com/kyoto/A2601/A260401/26003345/,,
シアワセ横丁 西院本店,19,050-3467-2632,615-0021,26, 京都市右京区,西院三蔵町44 ルシェール西院1F,https://goo.gl/maps/4VJNsXb8NgiJ57Vz9,阪急京都線 西院駅 徒歩5分,"月～水・日
17:00～24:00

金・土
17:00～翌1:00",木曜日,0,,VISA、Master、JCB、AMEX、Diners,,,https://r.gnavi.co.jp/kap5100/,https://tabelog.com/kyoto/A2601/A260401/26019343/,,
かに料理 ふぐ鍋 かめや 西店,22,050-3477-3645,615-0014,26, 京都市右京区,西院巽町41-1,https://g.page/kameyanisiten?share,阪急京都線 西院駅 徒歩1分,"水～日
ランチ　11:30～14:00
※只今お昼は、水・木・金・土・日曜日が、通常営業。火曜日は、ご予約にて承らせて頂きます。ツアー団体様貸切もございますのでご来店の際は、必ずお電話にてお確かめ下さいませ。075－311－8743

火～日・祝日
ディナー　17:00～22:30
（L.O.22:00、ドリンクL.O.22:00）
12月は、31日のみお休みです。","月曜日
※その他不定休日あり。",1,共有10台 （共用）,VISA、JCB、Master、AMEX、Diners,,https://www.kameyanisiten.info/,https://r.gnavi.co.jp/k040901/,https://tabelog.com/kyoto/A2601/A260401/26002205/,,
串カツ田中 西院店,19,050-3373-0629,615-0014 ,26, 京都市右京区,西院巽町41-2 2F,https://goo.gl/maps/CnyYbot2mKJR6Fwz7,"阪急京都線 西院駅 徒歩1分
京福嵐山本線 西院駅 徒歩1分","月～金
ディナー　17:00～24:00
（L.O.23:15）

土・日・祝
ディナー　12:00～24:00
（L.O.23:15）",無,0,,不可,,,https://r.gnavi.co.jp/ecza6xwc0000/,https://tabelog.com/kyoto/A2601/A260401/26028697/,,https://www.ubereats.com/jp/kyoto/food-delivery/%E4%B8%B2%E3%82%AB%E3%83%84%E7%94%B0%E4%B8%AD-%E8%A5%BF%E9%99%A2%E5%BA%97-kushikatsu-tanaka-saiin/EUUqVCMXR6-t_TjyewfGcg
せんしょう,6,"050-3476-0972
075-322-1913",615-0051,26, 京都市右京区,四条通西院安塚町23,https://goo.gl/maps/JfnRa7cihi2zce3R9,"阪急京都線 西院駅 徒歩15分
阪急京都線 西院駅 バス5分
京都市営バス 四条葛野大路停留所 徒歩1分","11:30～20:00
（L.O.19:00、ドリンクL.O.19:00）
4月18日～来月6日まで京都休業要請に伴い営業時間を変更いたします、ご了承ください。
11:30～20:00
（L.O.19:00、ドリンクL.O.19:00）
4月18日～来月6日まで京都休業要請に伴い営業時間が変更いたします、ご了承ください。","第1水曜日、第2水曜日、第3水曜日、第4水曜日、第5火曜日
2019年6月より火・水の2日定休としましたが当面の間、水曜日のみ（火曜日11時半～１９時営業　配達は17時までの事前予約のみ）仕出しお料理の配達枠拡大します　火・水曜日もOKご相談ください。４月２８日（火）は２９日の振替定休としてお休みします。詳細はHP上のカレンダーでご確認下さい。※4月18日～来月6日まで京都休業要請に伴い営業時間が変更、午前11時半～20時（酒類提供/ラストオーダー19時）ご了承ください。",1,専用無料7台,VISA、Master、JCB、AMEX、Diners,,https://www.sensyou.jp/,https://r.gnavi.co.jp/k216700/,https://tabelog.com/kyoto/A2601/A260401/26002894/,,
餃子の王将 西院店,8,075-314-3339,615-0012,26, 京都市右京区,西院高山寺町12-8,https://goo.gl/maps/aDz8csNw4az4Psb3A,阪急京都本線 西院駅 徒歩1分,"11:00～20:00
（L.O.20:00）
（20：00～22：00はお持帰り限定で営業）","年中無休
年末年始の営業は異なります",0,,JCB、AMEX、Diners,,https://www.ohsho.co.jp/,https://r.gnavi.co.jp/ka6p511/,https://tabelog.com/kyoto/A2601/A260401/26009286/,https://demae-can.com/shop/menu/3048345,
松屋 京都西院店,22,075-323-5375,615-0012,26, 京都市右京区,西院高山寺町12-7,https://goo.gl/maps/LDxN61BqVVkNG3EH7,阪急京都線 西院駅 徒歩1分,24時間営業,年中無休,0,,,,https://ka5r667.gorp.jp/,https://r.gnavi.co.jp/ka5r667/,https://tabelog.com/kyoto/A2601/A260401/26013376/,https://demae-can.com/shop/menu/3043252,https://www.ubereats.com/jp/kyoto/food-delivery/%E6%9D%BE%E5%B1%8B-%E4%BA%AC%E9%83%BD%E8%A5%BF%E9%99%A2%E5%BA%97-matsuya-kyoto-saiin/txBHwx4mQFqddRVD9-WT-g
無添くら寿司 京都外大前店,1,075-326-3077,615-0072,26, 京都市右京区,山ノ内池尻町14-3,https://goo.gl/maps/nTwUPRot7kVcegnz8,京福嵐山本線 山ノ内駅 徒歩7分,11:00～23:00,年中無休,1,45台,VISA、Master、JCB、AMEX、Diners,,http://www.kura-corpo.co.jp/,https://r.gnavi.co.jp/kap6966/,https://tabelog.com/kyoto/A2601/A260401/26018797/,,
サイゼリヤ 京都西院駅前店,20,075-325-2880,615-0011,26,京都市右京区,西院東淳和院町1-1 アフレ西院5F,https://goo.gl/maps/dJek3kLc5u9cRiGTA,"阪急京都線 西院駅 1番出口 徒歩2分
京福嵐山本線 西院駅 1番出口 徒歩2分",11:00～翌02:00,無,0,,,,https://www.saizeriya.co.jp/,https://r.gnavi.co.jp/ka63272/,https://tabelog.com/kyoto/A2601/A260401/26006022/,,
鶏いん ～鶏ん西院店～,15,050-3466-1126,615-0027,26, 京都市右京区,西院西三蔵町15-3,https://goo.gl/maps/Dx6DGTsVWLYnNkJ97,"阪急京都線 西院駅 徒歩1分
京福嵐山本線 西院駅 徒歩4分","月・水～土
17:00～24:00
（L.O.23:00）

日
12:00～22:00",火曜日,0,,,,,https://r.gnavi.co.jp/jxx454u70000/,https://tabelog.com/kyoto/A2601/A260401/26033530/,,
珈琲専門店トゥールビヨン,17,075-322-5015,615-0003,26, 京都市右京区,西院西今田町12-18 ,https://goo.gl/maps/XSFtE8q2QriFPxfc8,"阪急京都線 西院駅 徒歩7分
京福嵐山本線 西大路三条駅 徒歩3分",6:30～18:00,"日曜日
祝日
年末年始",0,近くにコインパーキング御座います。,,,,https://r.gnavi.co.jp/jju6xhx30000/,https://tabelog.com/kyoto/A2601/A260401/26027121/,,https://www.ubereats.com/jp/kyoto/food-delivery/%E7%8F%88%E7%90%B2%E5%B0%82%E9%96%80%E5%BA%97-%E3%83%88%E3%82%A5%E3%83%BC%E3%83%AB%E3%83%92%E3%83%A8%E3%83%B3-coffee-tourbillon/P3B3vQrmS3Cpj2OlUgmUxg
Cafe＆bar BASE,17,075-963-6074,615-0022,26,京都市右京区,西院平町25 ライフプラザ西大路四条 地下1階,https://goo.gl/maps/P9dVpgW53dUsjvtr5,西院駅（阪急）から381m,"月・水～日・祝前日・祝日
11:00～24:00
（L.O.23:30、ドリンクL.O.23:00）","火曜日
年末年始",0,近くにコインパーキングあり,,,,https://r.gnavi.co.jp/dmdc3nmv0000/,https://tabelog.com/kyoto/A2601/A260401/26030219/,,
あかやしろ 焔,14,"
075-821-6601",604-8854,26,京都市中京区,壬生仙念町14-1 玄風館ビル1F,https://g.page/akayashiro-homura?share,"阪急京都線 西院駅 徒歩3分
京福電鉄嵐山本線 西院駅 徒歩1分","月～金
ディナー　18:00～翌2:00
（L.O.1:00）

土・日
ディナー　17:00～翌2:00
（L.O.1:00）",無,"
",,AMEX、VISA、Master、JCB、Diners,,,https://r.gnavi.co.jp/mx9759wb0000/,https://tabelog.com/kyoto/A2601/A260401/26009330/,,
香蘭,14,075-813-8181,604-8854,26,京都市中京区,壬生仙念町14,https://goo.gl/maps/c7ZsiUtYEqrYuut89,"
阪急京都線 西院駅 徒歩3分","月～金
ランチ　11:30～14:00

月～木・日
17:00～23:00
（L.O.22:30）

金・土
17:00～23:00
（L.O.23:00）",不定休日あり,1,店舗近隣にコインパーキング有,VISA、Master、JCB、AMEX,,,https://r.gnavi.co.jp/r1f2t9ta0000/,https://tabelog.com/kyoto/A2601/A260401/26018066/,,
"
時代屋 西院店",15,075-314-0007,615-0027,26, 京都市右京区,西院西三蔵町15,https://goo.gl/maps/Dqzjny6ebJPmAhcb8,阪急京都線 西院駅 徒歩3分,"月～日
ディナー　17:00～翌1:00
（L.O.24:00、ドリンクL.O.24:30）",無,0,,VISA、Master、JCB、AMEX、Diners,,,https://r.gnavi.co.jp/7vzuthrd0000/,https://tabelog.com/kyoto/A2601/A260401/26012714/,,
拾拾,5,075-314-8935,615-0064 ,26,京都市右京区,西院久田町50-3 ,https://goo.gl/maps/WgRrhw7xpLHdnUnaA,阪急京都線 西院駅 徒歩10分,"火～日
17:00～24:00
（L.O.23:30）",月曜日,1,専用無料4台,不可,,,https://r.gnavi.co.jp/s1tu6eyg0000/,https://tabelog.com/kyoto/A2601/A260401/26014487/,,
うまみりゅう,5,050-3477-3589,615-0863,26,京都市右京区,西京極堤町43-8,https://goo.gl/maps/AToGc4tmeFWd6XiAA,阪急京都線 西京極駅 徒歩2分,"火～日
17:00～24:00
（L.O.23:30）",月曜日,0,,"VISA、Master
",,,https://r.gnavi.co.jp/kaj1300/,https://tabelog.com/kyoto/A2601/A260401/26018426/,,
牛力庵,14,050-3476-0941,615-0904,26,京都市右京区,梅津堤上町14 SEJONGビル　２F,https://goo.gl/maps/Gu7vYpLiXwXBYcsn8,"阪急京都本線 西院駅 車10分
阪急嵐山線 上桂駅 徒歩20分","ランチ　11:30～14:30

月～水・金～日
17:00～23:00",木曜日,1,"専用無料 （近隣に有料コインパーキングもあります）
",JCB、AMEX,,,https://r.gnavi.co.jp/k709100/,https://tabelog.com/kyoto/A2601/A260402/26005538/,,
酒肴処 たいちろうや,19,050-3491-5505,615-0851,26,京都市右京区,西京極西池田町62-3,https://goo.gl/maps/WA5A6CK4EadeTFop7,阪急京都線 西京極駅 徒歩1分,17:30～翌1:30,"火曜日
※その他不定休あり",1,有料 （※近くにコインパーキング）,JCB、Diners、VISA、Master,,,https://r.gnavi.co.jp/6maky51x0000/,https://tabelog.com/kyoto/A2601/A260401/26018050/,,
Cafe＆DINING 巣箱,17,050-3469-4177,615-8103 ,26,京都市西京区,川島六ノ坪町50-2,https://g.page/cafesubaco1010?share,"阪急京都線 洛西口駅 徒歩1分
ＪＲ 桂川駅 徒歩9分",11:30～21:00,第3水曜日,0,最寄りのパーキングをご利用いただくか、公共交通機関でお越しください。）,VISA、Master、JCB、AMEX、Diners,交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay,,https://r.gnavi.co.jp/8pmcyu3z0000/,https://tabelog.com/kyoto/A2601/A260605/26031369/,,
